Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-04-02 18:04,63.5,98.87,289.39,103,94
2025-04-02 18:19,60.64,61.44,287.24,100,99
2025-04-02 18:34,88.19,73.6,378.49,97,103
2025-04-02 18:49,84.37,97.87,347.62,100,99
2025-04-02 19:04,65.9,93.73,283.89,102,96
2025-04-02 19:19,80.23,69.32,311.34,98,102
2025-04-02 19:34,77.39,77.6,310.4,99,100
2025-04-02 19:49,82.84,77.7,335.69,98,101
2025-04-02 20:04,64.13,72.63,265.51,100,98
2025-04-02 20:19,77.22,62.24,337.56,97,103
2025-04-02 20:34,79.5,67.2,272.01,98,102
2025-04-02 20:49,61.55,80.73,341.92,102,97
2025-04-02 21:04,86.01,99.86,285.84,100,99
2025-04-02 21:19,80.33,69.74,272.23,98,102
2025-04-02 21:34,60.68,92.26,366.88,103,95
2025-04-02 21:49,76.91,89.0,382.18,100,99
2025-04-02 22:04,60.28,85.12,253.13,102,96
2025-04-02 22:19,60.97,88.17,384.06,102,95
2025-04-02 22:34,70.01,90.95,325.27,101,97
2025-04-02 22:49,69.43,75.09,330.3,100,99
2025-04-02 23:04,83.44,65.49,296.62,97,103
2025-04-02 23:19,60.87,77.16,293.68,101,97
2025-04-02 23:34,63.74,67.96,326.88,100,99
2025-04-02 23:49,65.44,77.63,355.68,101,98
2025-04-03 00:04,75.78,65.4,296.76,98,102
2025-04-03 00:19,77.0,64.08,342.54,98,102
2025-04-03 00:34,85.39,72.4,350.87,97,103
2025-04-03 00:49,61.76,71.98,357.5,101,98
2025-04-03 01:04,84.67,67.07,333.47,97,103
2025-04-03 01:19,71.67,93.82,269.41,101,97
2025-04-03 01:34,70.34,97.59,373.47,102,96
2025-04-03 01:49,66.14,86.01,314.07,101,97
2025-04-03 02:04,73.2,91.95,340.97,101,97
2025-04-03 02:19,85.06,70.34,349.22,97,103
2025-04-03 02:34,77.08,72.07,373.24,98,101
2025-04-03 02:49,65.75,94.49,330.24,102,95
2025-04-03 03:04,69.57,84.18,318.52,101,98
2025-04-03 03:19,67.16,89.56,361.21,102,96
2025-04-03 03:34,67.94,73.98,274.73,100,99
2025-04-03 03:49,87.02,64.39,274.41,96,104
2025-04-03 04:04,76.79,67.44,346.5,98,102
2025-04-03 04:19,89.69,93.17,283.11,99,100
2025-04-03 04:34,83.6,94.7,327.71,100,99
2025-04-03 04:49,89.82,89.99,315.5,98,101
2025-04-03 05:04,79.48,68.73,262.92,98,102
2025-04-03 05:19,75.49,85.58,358.42,100,99
2025-04-03 05:34,68.49,89.17,252.32,101,97
2025-04-03 05:49,65.02,85.41,355.37,102,97
2025-04-03 06:04,81.65,75.5,281.03,98,102
2025-04-03 06:19,68.85,76.68,345.73,100,99
2025-04-03 06:34,77.19,88.03,363.61,100,99
2025-04-03 06:49,77.96,93.5,340.05,100,98
2025-04-03 07:04,60.84,96.92,360.1,103,94
2025-04-03 07:19,84.49,92.9,266.11,99,99
2025-04-03 07:34,84.47,84.97,259.43,99,101
2025-04-03 07:49,60.01,80.7,298.6,102,96
2025-04-03 08:04,77.04,95.89,315.69,101,98
2025-04-03 08:19,65.44,98.89,300.29,103,95
2025-04-03 08:34,79.35,78.47,290.88,99,101
2025-04-03 08:49,73.3,90.47,296.17,101,98
2025-04-03 09:04,77.49,87.84,352.05,100,99
2025-04-03 09:19,72.14,64.76,290.38,98,101
2025-04-03 09:34,65.94,61.03,271.9,99,101
2025-04-03 09:49,72.66,62.03,356.5,98,102
2025-04-03 10:04,74.16,65.45,297.22,98,102
2025-04-03 10:19,75.37,71.8,265.8,99,101
2025-04-03 10:34,65.18,99.84,375.66,103,95
2025-04-03 10:49,65.79,97.55,315.92,103,95
2025-04-03 11:04,78.06,81.5,274.47,99,100
2025-04-03 11:19,67.53,82.47,355.18,101,98
2025-04-03 11:34,82.76,79.21,308.18,98,101
2025-04-03 11:49,69.72,69.92,294.28,99,100
2025-04-03 12:04,87.0,92.67,369.98,99,100
2025-04-03 12:19,85.8,80.5,251.9,98,102
2025-04-03 12:34,70.42,62.57,354.3,98,101
2025-04-03 12:49,70.37,84.24,311.17,101,98
2025-04-03 13:04,64.56,96.58,307.75,103,95
2025-04-03 13:19,75.37,85.68,321.28,100,99
2025-04-03 13:34,81.03,94.38,302.67,100,99
2025-04-03 13:49,78.75,88.33,286.15,100,99
2025-04-03 14:04,65.4,78.52,385.91,101,98
2025-04-03 14:19,78.64,76.68,288.29,99,101
2025-04-03 14:34,65.47,85.92,273.41,102,97
2025-04-03 14:49,83.31,85.22,343.39,99,100
2025-04-03 15:04,68.17,93.62,284.33,102,96
2025-04-03 15:19,73.55,78.44,296.06,100,99
2025-04-03 15:34,68.65,78.94,301.65,100,98
2025-04-03 15:49,85.12,99.85,316.63,100,99
2025-04-03 16:04,82.45,60.25,280.89,96,104
2025-04-03 16:19,63.5,63.04,368.64,100,100
2025-04-03 16:34,60.37,63.63,302.14,100,99
2025-04-03 16:49,64.04,87.73,385.54,102,96
2025-04-03 17:04,67.13,68.92,376.75,100,100
2025-04-03 17:19,66.34,91.12,270.2,102,96
2025-04-03 17:34,75.07,91.32,313.85,101,98
2025-04-03 17:49,88.27,83.61,260.86,98,102
2025-04-03 18:04,65.81,99.3,298.94,103,95
2025-04-03 18:19,77.21,88.96,332.55,100,99
2025-04-03 18:34,79.6,81.59,341.39,99,100
2025-04-03 18:49,77.71,70.5,325.64,98,101
2025-04-03 19:04,76.12,66.12,328.18,98,102
2025-04-03 19:19,80.53,63.52,334.66,97,103
2025-04-03 19:34,86.04,66.88,314.64,97,104
2025-04-03 19:49,68.15,67.37,368.24,99,100
2025-04-03 20:04,73.2,88.19,352.16,101,98
2025-04-03 20:19,84.71,78.17,320.82,98,102
2025-04-03 20:34,64.68,92.71,354.42,102,96
2025-04-03 20:49,66.59,72.52,306.82,100,99
2025-04-03 21:04,88.66,93.75,300.74,99,100
2025-04-03 21:19,60.52,87.56,338.78,102,95
2025-04-03 21:34,81.52,79.42,273.96,98,101
2025-04-03 21:49,71.87,80.66,289.76,100,99
2025-04-03 22:04,63.92,77.79,386.99,101,98
2025-04-03 22:19,86.66,69.62,318.82,97,103
2025-04-03 22:34,75.23,87.13,257.65,100,98
2025-04-03 22:49,66.62,98.41,363.63,103,95
2025-04-03 23:04,86.68,80.67,294.47,98,102
2025-04-03 23:19,67.56,86.25,342.15,101,97
2025-04-03 23:34,86.72,76.73,250.62,97,102
2025-04-03 23:49,88.43,64.21,268.53,96,105
2025-04-04 00:04,69.51,69.0,374.77,99,100
2025-04-04 00:19,63.18,67.17,304.52,100,99
2025-04-04 00:34,85.43,81.35,350.49,98,101
2025-04-04 00:49,79.63,82.0,315.03,99,100
2025-04-04 01:04,62.5,79.13,336.0,101,97
2025-04-04 01:19,73.68,96.39,342.3,101,97
2025-04-04 01:34,66.36,81.44,359.46,101,98
2025-04-04 01:49,67.35,72.58,357.98,100,99
2025-04-04 02:04,61.06,88.13,314.74,102,95
2025-04-04 02:19,78.97,96.33,373.86,101,98
2025-04-04 02:34,79.17,67.48,357.87,98,102
2025-04-04 02:49,61.67,62.81,306.16,100,99
2025-04-04 03:04,89.45,77.52,289.18,97,103
2025-04-04 03:19,70.01,93.87,319.3,102,96
2025-04-04 03:34,74.61,98.16,323.72,101,97
2025-04-04 03:49,77.97,98.11,261.36,101,97
2025-04-04 04:04,73.92,76.94,255.45,99,100
2025-04-04 04:19,87.44,61.71,268.67,96,105
2025-04-04 04:34,66.56,97.82,329.42,103,95
2025-04-04 04:49,76.22,90.83,304.9,100,98
2025-04-04 05:04,60.72,99.07,338.6,104,94
2025-04-04 05:19,75.45,83.17,356.97,100,99
2025-04-04 05:34,83.7,84.28,318.02,99,101
2025-04-04 05:49,76.59,85.13,383.3,100,99
2025-04-04 06:04,68.4,76.9,364.87,100,99
2025-04-04 06:19,70.0,66.76,363.02,99,100
2025-04-04 06:34,88.32,75.73,350.75,97,103
2025-04-04 06:49,82.52,60.25,337.01,96,104
2025-04-04 07:04,72.77,68.6,355.0,99,101
2025-04-04 07:19,71.49,75.44,344.12,100,99
2025-04-04 07:34,86.84,81.49,276.64,98,102
2025-04-04 07:49,76.4,77.22,322.17,99,100
2025-04-04 08:04,74.07,84.6,378.69,100,99
2025-04-04 08:19,67.39,61.01,322.35,99,101
2025-04-04 08:34,60.06,87.08,283.64,102,95
2025-04-04 08:49,60.64,93.71,328.54,103,95
2025-04-04 09:04,73.26,88.2,289.4,101,98
2025-04-04 09:19,73.32,64.36,351.87,98,102
2025-04-04 09:34,76.48,74.2,313.1,99,101
2025-04-04 09:49,82.4,82.62,264.06,99,101
2025-04-04 10:04,83.98,91.4,324.55,99,100
2025-04-04 10:19,63.41,63.45,291.89,100,100
2025-04-04 10:34,73.37,95.62,299.48,101,97
2025-04-04 10:49,65.04,72.44,347.77,100,99
2025-04-04 11:04,83.31,63.93,277.49,97,104
2025-04-04 11:19,82.98,97.13,255.57,100,99
2025-04-04 11:34,79.71,83.01,349.61,99,100
2025-04-04 11:49,88.58,67.63,268.67,96,104
2025-04-04 12:04,69.99,88.34,293.56,101,97
2025-04-04 12:19,81.04,65.35,371.99,97,103
2025-04-04 12:34,81.8,93.02,291.64,100,99
2025-04-04 12:49,76.38,72.89,296.94,99,101
2025-04-04 13:04,80.26,91.42,309.77,100,99
2025-04-04 13:19,65.38,71.78,324.56,100,99
2025-04-04 13:34,73.87,64.13,375.41,98,102
2025-04-04 13:49,60.75,81.99,383.95,102,96
2025-04-04 14:04,71.13,93.35,329.63,101,97
2025-04-04 14:19,82.94,92.82,320.96,100,99
2025-04-04 14:34,84.21,97.95,255.16,100,99
2025-04-04 14:49,75.76,78.09,312.39,99,100
2025-04-04 15:04,68.9,66.44,267.94,99,100
2025-04-04 15:19,66.01,90.97,281.07,102,96
2025-04-04 15:34,74.38,65.12,270.46,98,102
2025-04-04 15:49,85.45,72.0,322.49,97,103
2025-04-04 16:04,62.2,83.65,280.86,102,96
2025-04-04 16:19,79.51,60.7,287.61,97,103
2025-04-04 16:34,88.94,71.73,378.2,97,104
2025-04-04 16:49,88.43,72.57,300.64,97,103
2025-04-04 17:04,75.8,93.13,328.45,101,98
2025-04-04 17:19,66.94,98.5,282.25,103,95
2025-04-04 17:34,85.28,86.03,306.21,99,101
2025-04-04 17:49,66.75,73.22,356.56,100,99
2025-04-04 18:04,76.1,66.35,357.94,98,102
2025-04-04 18:19,77.97,89.61,365.32,100,99
2025-04-04 18:34,79.28,95.39,344.15,100,98
2025-04-04 18:49,89.15,68.82,323.35,96,104
2025-04-04 19:04,82.1,79.82,369.76,98,101
2025-04-04 19:19,63.34,91.35,263.23,102,95
2025-04-04 19:34,81.91,68.69,381.11,97,103
2025-04-04 19:49,71.64,87.18,290.1,101,98
2025-04-04 20:04,73.14,94.47,368.99,101,97
2025-04-04 20:19,84.38,91.95,365.54,99,100
2025-04-04 20:34,86.52,96.12,352.72,99,99
2025-04-04 20:49,65.64,60.34,320.53,99,101
2025-04-04 21:04,80.87,67.93,351.06,97,102
2025-04-04 21:19,73.32,85.43,257.51,100,98
2025-04-04 21:34,80.85,81.49,298.5,99,100
2025-04-04 21:49,70.1,87.2,271.76,101,97
2025-04-04 22:04,72.3,95.84,285.59,101,97
2025-04-04 22:19,68.21,90.1,315.66,102,97
2025-04-04 22:34,82.15,65.18,345.44,97,103
2025-04-04 22:49,87.47,97.89,332.09,99,99
2025-04-04 23:04,64.79,97.88,309.15,103,95
2025-04-04 23:19,81.05,99.61,370.21,101,98
2025-04-04 23:34,60.92,88.7,360.03,102,95
2025-04-04 23:49,88.98,66.56,375.49,96,104
2025-04-05 00:04,65.34,99.43,322.01,103,95
2025-04-05 00:19,74.86,99.17,330.41,101,97
2025-04-05 00:34,89.97,74.94,389.04,97,103
2025-04-05 00:49,87.45,86.02,255.2,98,101
2025-04-05 01:04,79.7,78.16,265.86,99,101
2025-04-05 01:19,75.75,93.38,332.81,101,98
2025-04-05 01:34,67.96,70.24,288.91,100,100
2025-04-05 01:49,64.75,80.85,301.94,101,97
2025-04-05 02:04,64.34,67.43,280.65,100,99
2025-04-05 02:19,68.11,97.39,345.96,102,96
2025-04-05 02:34,78.36,98.58,296.23,101,97
2025-04-05 02:49,78.47,75.96,383.73,99,101
2025-04-05 03:04,64.27,86.42,255.14,102,96
2025-04-05 03:19,76.91,93.22,332.72,101,98
2025-04-05 03:34,71.44,74.86,302.78,100,100
2025-04-05 03:49,73.27,86.83,376.66,100,98
2025-04-05 04:04,85.82,60.34,363.78,96,105
2025-04-05 04:19,70.05,73.27,372.08,100,100
2025-04-05 04:34,67.68,86.94,374.65,101,97
2025-04-05 04:49,62.52,99.91,336.49,103,94
2025-04-05 05:04,69.55,79.39,336.6,100,99
2025-04-05 05:19,72.25,65.28,317.67,98,101
2025-04-05 05:34,87.52,97.59,333.2,99,99
2025-04-05 05:49,80.72,65.58,302.28,97,103
2025-04-05 06:04,62.1,87.08,303.29,102,96
2025-04-05 06:19,82.75,66.04,369.62,97,103
2025-04-05 06:34,65.85,87.22,298.78,102,97
2025-04-05 06:49,77.87,65.71,264.4,98,102
2025-04-05 07:04,87.19,76.16,284.15,97,103
2025-04-05 07:19,87.16,88.1,273.38,98,101
2025-04-05 07:34,73.25,62.79,363.87,98,102
2025-04-05 07:49,65.3,63.68,256.01,99,100
2025-04-05 08:04,64.63,92.8,362.71,102,96
2025-04-05 08:19,61.67,63.52,326.88,100,99
2025-04-05 08:34,89.33,86.62,267.96,98,101
2025-04-05 08:49,87.03,67.13,346.06,96,104
2025-04-05 09:04,81.83,90.13,296.15,99,99
2025-04-05 09:19,67.86,60.31,291.64,99,101
2025-04-05 09:34,84.45,91.25,286.65,99,100
2025-04-05 09:49,82.83,76.52,285.73,98,102
2025-04-05 10:04,60.4,83.44,350.52,102,96
2025-04-05 10:19,62.87,68.67,259.42,100,99
2025-04-05 10:34,62.58,85.99,336.57,102,96
2025-04-05 10:49,75.33,73.32,335.86,99,101
2025-04-05 11:04,72.85,61.91,263.11,98,102
2025-04-05 11:19,75.34,79.94,356.1,99,100
2025-04-05 11:34,81.73,69.31,350.59,97,102
2025-04-05 11:49,72.83,68.47,357.66,99,101
2025-04-05 12:04,80.2,73.4,333.51,98,102
2025-04-05 12:19,80.56,98.2,304.5,100,98
2025-04-05 12:34,85.06,84.66,315.57,98,101
2025-04-05 12:49,88.61,97.15,365.94,99,100
2025-04-05 13:04,88.9,60.92,356.22,96,105
2025-04-05 13:19,82.17,99.61,377.22,100,98
2025-04-05 13:34,60.14,89.07,358.91,103,95
2025-04-05 13:49,84.67,64.62,303.16,97,104
2025-04-05 14:04,78.32,91.89,354.1,100,98
2025-04-05 14:19,75.23,63.26,316.63,98,102
2025-04-05 14:34,74.76,88.26,289.76,100,98
2025-04-05 14:49,62.8,77.22,335.3,101,97
2025-04-05 15:04,77.22,96.69,305.81,101,97
2025-04-05 15:19,86.85,95.49,366.39,99,100
2025-04-05 15:34,82.15,84.15,376.59,99,100
2025-04-05 15:49,73.69,93.52,310.77,101,97
2025-04-05 16:04,72.3,65.14,316.72,98,101
2025-04-05 16:19,76.89,93.15,316.08,101,98
2025-04-05 16:34,66.08,71.88,342.63,100,99
2025-04-05 16:49,87.79,69.46,291.6,97,104
2025-04-05 17:04,81.31,83.97,298.99,99,100
2025-04-05 17:19,70.72,97.82,282.13,102,96
2025-04-05 17:34,65.68,61.53,265.16,99,100
2025-04-05 17:49,82.84,95.73,333.49,100,99
2025-04-05 18:04,87.33,85.68,345.99,98,101
2025-04-05 18:19,82.93,81.56,364.55,98,101
2025-04-05 18:34,66.89,99.82,376.33,103,95
2025-04-05 18:49,87.43,99.31,389.05,100,99
2025-04-05 19:04,88.31,84.68,369.42,98,101
2025-04-05 19:19,66.34,61.66,326.7,99,101
2025-04-05 19:34,73.5,66.17,268.21,98,101
2025-04-05 19:49,75.24,84.35,272.97,100,99
2025-04-05 20:04,82.63,98.34,310.3,100,98
2025-04-05 20:19,68.12,60.4,251.89,99,101
2025-04-05 20:34,65.95,79.57,383.99,101,98
2025-04-05 20:49,85.36,86.01,290.05,99,101
2025-04-05 21:04,78.89,84.46,288.81,99,100
2025-04-05 21:19,86.21,61.14,278.41,96,105
2025-04-05 21:34,83.56,62.87,278.08,97,104
2025-04-05 21:49,69.83,64.87,297.89,99,101
2025-04-05 22:04,68.38,78.7,266.4,100,98
2025-04-05 22:19,81.29,72.78,304.32,98,102
2025-04-05 22:34,67.59,74.45,357.64,100,99
2025-04-05 22:49,66.96,87.9,285.09,101,97
2025-04-05 23:04,74.12,60.34,273.5,98,102
2025-04-05 23:19,69.76,62.02,368.36,98,101
2025-04-05 23:34,71.28,74.94,308.84,100,100
2025-04-05 23:49,81.62,86.08,332.13,99,100
2025-04-06 00:04,88.82,93.67,383.77,99,100
2025-04-06 00:19,64.2,63.26,336.11,99,100
2025-04-06 00:34,80.63,77.21,289.02,98,101
2025-04-06 00:49,89.6,80.76,326.02,97,102
2025-04-06 01:04,83.07,93.86,295.88,100,99
2025-04-06 01:19,66.96,91.89,290.82,102,96
2025-04-06 01:34,86.92,85.03,385.4,98,101
2025-04-06 01:49,73.56,75.25,324.8,99,100
2025-04-06 02:04,78.01,62.42,279.49,97,103
2025-04-06 02:19,77.48,82.2,283.02,99,100
2025-04-06 02:34,70.72,96.36,252.32,102,96
2025-04-06 02:49,62.9,99.9,285.89,103,94
2025-04-06 03:04,78.89,70.85,385.3,98,102
2025-04-06 03:19,87.12,75.54,386.63,97,103
2025-04-06 03:34,73.82,86.2,328.97,100,98
2025-04-06 03:49,83.37,62.47,297.88,96,104
2025-04-06 04:04,78.44,60.41,258.3,97,103
2025-04-06 04:19,62.23,88.45,266.85,102,96
2025-04-06 04:34,71.49,91.47,286.09,101,97
2025-04-06 04:49,74.88,60.51,280.27,98,102
2025-04-06 05:04,81.23,77.13,364.2,98,101
2025-04-06 05:19,62.16,61.22,267.09,100,100
2025-04-06 05:34,73.54,63.03,329.74,98,102
2025-04-06 05:49,78.98,75.0,306.36,98,101
2025-04-06 06:04,62.06,93.28,310.73,103,95
2025-04-06 06:19,79.7,78.59,259.58,99,101
2025-04-06 06:34,69.78,70.72,259.1,99,100
2025-04-06 06:49,64.97,95.3,329.71,103,95
2025-04-06 07:04,63.59,85.16,309.97,102,96
2025-04-06 07:19,62.52,75.42,350.94,101,98
2025-04-06 07:34,85.32,89.29,260.02,99,100
2025-04-06 07:49,70.39,86.36,346.92,101,98
2025-04-06 08:04,64.17,72.89,326.52,100,98
2025-04-06 08:19,70.45,82.05,293.85,100,98
2025-04-06 08:34,73.56,92.08,339.28,101,97
2025-04-06 08:49,69.23,91.52,284.71,102,97
2025-04-06 09:04,60.83,77.2,299.03,101,97
2025-04-06 09:19,84.94,74.92,345.75,98,102
2025-04-06 09:34,65.32,60.91,306.33,99,100
2025-04-06 09:49,77.11,64.27,282.03,98,102
2025-04-06 10:04,70.29,73.7,383.79,100,100
2025-04-06 10:19,79.53,71.61,306.53,98,102
2025-04-06 10:34,76.72,85.49,328.24,100,99
2025-04-06 10:49,80.42,67.94,376.5,97,102
2025-04-06 11:04,86.4,77.77,289.82,98,102
2025-04-06 11:19,72.99,64.2,351.72,98,101
2025-04-06 11:34,77.25,72.26,349.03,98,101
2025-04-06 11:49,63.67,81.27,277.15,101,97
2025-04-06 12:04,66.73,86.9,323.39,101,97
2025-04-06 12:19,60.98,66.77,298.13,100,99
2025-04-06 12:34,86.09,63.52,382.68,96,104
2025-04-06 12:49,63.06,89.85,293.34,102,96
2025-04-06 13:04,74.54,76.41,252.87,99,100
2025-04-06 13:19,82.65,89.92,332.69,99,100
2025-04-06 13:34,87.24,67.75,326.65,96,104
2025-04-06 13:49,66.61,67.83,276.03,100,100
2025-04-06 14:04,82.56,62.17,253.97,97,104
2025-04-06 14:19,63.47,65.81,333.26,100,99
2025-04-06 14:34,77.02,84.2,381.91,100,99
2025-04-06 14:49,75.34,93.75,250.42,101,98
2025-04-06 15:04,61.66,94.77,370.29,103,95
2025-04-06 15:19,67.37,77.72,276.4,100,98
2025-04-06 15:34,83.51,74.93,317.03,98,102
2025-04-06 15:49,72.19,61.22,358.82,98,102
2025-04-06 16:04,72.31,89.4,340.71,101,98
2025-04-06 16:19,88.93,92.23,353.85,99,100
2025-04-06 16:34,79.52,97.3,311.3,101,98
2025-04-06 16:49,72.41,95.0,302.05,101,97
2025-04-06 17:04,86.72,65.77,298.38,96,104
2025-04-06 17:19,80.75,89.0,336.32,100,99
2025-04-06 17:34,78.41,93.45,353.26,100,98
2025-04-06 17:49,66.27,64.28,261.92,99,100
2025-04-06 18:04,87.29,84.79,337.67,98,101
2025-04-06 18:19,64.28,88.91,336.53,102,96
2025-04-06 18:34,64.4,89.03,281.82,102,96
2025-04-06 18:49,80.78,80.18,331.3,99,101
2025-04-06 19:04,78.85,78.6,340.85,99,100
2025-04-06 19:19,66.01,87.76,349.81,102,97
2025-04-06 19:34,79.59,74.13,368.38,98,101
2025-04-06 19:49,60.74,95.34,275.25,103,94
2025-04-06 20:04,88.32,70.44,364.36,97,104
2025-04-06 20:19,61.34,94.78,302.9,103,95
2025-04-06 20:34,65.86,66.55,308.4,100,100
2025-04-06 20:49,82.69,78.96,339.46,98,101
2025-04-06 21:04,78.5,87.93,315.97,100,99
2025-04-06 21:19,60.42,61.96,269.43,100,99
2025-04-06 21:34,66.27,67.33,345.98,100,100
2025-04-06 21:49,63.35,82.85,335.17,102,97
2025-04-06 22:04,65.42,84.34,321.16,101,97
2025-04-06 22:19,76.57,65.89,311.71,98,102
2025-04-06 22:34,80.5,64.29,348.57,97,103
2025-04-06 22:49,85.5,98.0,308.19,100,99
2025-04-06 23:04,60.09,94.63,354.7,103,94
2025-04-06 23:19,65.1,62.05,333.57,99,100
2025-04-06 23:34,72.47,98.35,372.47,102,96
2025-04-06 23:49,71.5,92.7,282.95,101,97
2025-04-07 00:04,84.27,71.24,267.49,97,103
2025-04-07 00:19,64.32,63.73,318.92,99,100
2025-04-07 00:34,75.0,65.33,369.49,98,102
2025-04-07 00:49,65.36,81.57,330.18,101,97
2025-04-07 01:04,72.65,73.98,277.3,99,100
2025-04-07 01:19,69.91,88.51,354.83,101,97
2025-04-07 01:34,67.36,64.29,325.98,99,100
2025-04-07 01:49,83.97,74.18,365.42,98,102
2025-04-07 02:04,86.34,89.3,363.99,99,100
2025-04-07 02:19,80.5,81.71,359.51,99,100
2025-04-07 02:34,86.81,60.1,272.96,96,105
2025-04-07 02:49,73.31,60.94,275.07,98,102
2025-04-07 03:04,67.34,63.34,255.53,99,100
2025-04-07 03:19,79.98,69.15,373.27,98,102
2025-04-07 03:34,80.97,61.21,377.4,97,104
2025-04-07 03:49,75.49,94.83,339.06,101,97
2025-04-07 04:04,67.29,98.77,275.76,103,95
2025-04-07 04:19,75.14,94.06,333.23,101,97
2025-04-07 04:34,71.98,98.96,277.22,102,96
2025-04-07 04:49,81.67,75.4,362.01,98,102
2025-04-07 05:04,71.33,90.95,273.17,101,97
2025-04-07 05:19,76.45,77.07,264.58,99,100
2025-04-07 05:34,87.55,89.51,294.82,99,101
2025-04-07 05:49,60.61,74.57,268.6,101,97
2025-04-07 06:04,87.95,99.58,316.89,100,99
2025-04-07 06:19,68.41,75.05,257.06,100,99
2025-04-07 06:34,70.0,91.08,264.34,101,97
2025-04-07 06:49,89.31,89.95,300.08,98,101
2025-04-07 07:04,81.54,85.9,296.09,99,100
2025-04-07 07:19,64.45,99.19,338.63,103,95
2025-04-07 07:34,73.23,72.69,267.77,99,100
2025-04-07 07:49,79.27,97.39,319.16,101,98
2025-04-07 08:04,66.27,63.5,291.14,99,100
2025-04-07 08:19,87.83,99.79,268.86,100,99
2025-04-07 08:34,69.56,61.77,373.89,98,101
2025-04-07 08:49,87.43,97.64,378.64,99,99
2025-04-07 09:04,66.35,82.18,346.7,101,97
2025-04-07 09:19,62.0,98.58,321.87,103,94
2025-04-07 09:34,84.65,91.74,360.95,99,100
2025-04-07 09:49,82.75,78.11,278.42,98,101
2025-04-07 10:04,85.67,94.27,293.1,99,99
2025-04-07 10:19,75.61,61.12,388.02,98,102
2025-04-07 10:34,82.95,69.83,342.84,97,103
2025-04-07 10:49,87.52,99.23,251.47,100,99
2025-04-07 11:04,67.97,86.94,279.59,101,97
2025-04-07 11:19,88.0,68.24,354.42,96,104
2025-04-07 11:34,84.18,67.07,368.24,97,103
2025-04-07 11:49,73.93,66.96,309.76,98,101
2025-04-07 12:04,74.57,77.83,385.2,99,100
2025-04-07 12:19,83.04,71.89,269.44,97,102
2025-04-07 12:34,87.23,65.79,355.1,96,104
2025-04-07 12:49,72.25,74.65,333.56,99,100
2025-04-07 13:04,75.29,86.75,324.08,100,99
2025-04-07 13:19,67.55,72.42,330.62,100,99
2025-04-07 13:34,70.58,91.99,264.63,101,97
2025-04-07 13:49,80.04,82.21,331.47,99,100
2025-04-07 14:04,64.49,77.84,272.33,101,98
2025-04-07 14:19,79.44,93.57,262.06,100,98
2025-04-07 14:34,76.67,86.21,264.91,100,99
2025-04-07 14:49,80.65,65.22,292.2,97,103
2025-04-07 15:04,80.7,64.1,322.71,97,103
2025-04-07 15:19,84.19,74.47,323.37,98,102
2025-04-07 15:34,62.68,64.0,316.29,100,99
2025-04-07 15:49,76.67,88.57,292.18,100,99
2025-04-07 16:04,87.94,89.24,254.06,98,101
2025-04-07 16:19,74.19,93.41,304.74,101,97
2025-04-07 16:34,74.89,85.95,359.37,100,99
2025-04-07 16:49,73.49,65.38,373.68,98,101
2025-04-07 17:04,73.1,71.58,364.95,99,100
2025-04-07 17:19,89.71,90.95,345.56,98,101
2025-04-07 17:34,85.88,75.19,340.91,97,102
2025-04-07 17:49,69.1,74.34,250.88,100,99
2025-04-07 18:04,62.32,78.4,388.53,101,97
2025-04-07 18:19,63.81,81.98,268.13,101,97
2025-04-07 18:34,89.33,60.59,313.9,95,105
2025-04-07 18:49,84.48,64.33,340.09,97,104
2025-04-07 19:04,77.29,82.2,380.26,99,100
2025-04-07 19:19,61.77,85.24,325.54,102,96
2025-04-07 19:34,88.39,63.16,372.9,96,105
2025-04-07 19:49,60.66,85.78,253.52,102,96
2025-04-07 20:04,70.61,99.58,290.05,102,96
2025-04-07 20:19,87.58,88.65,364.52,98,101
2025-04-07 20:34,62.55,76.79,383.87,101,97
2025-04-07 20:49,70.54,69.84,331.74,99,100
2025-04-07 21:04,64.4,80.59,308.54,101,97
2025-04-07 21:19,77.68,89.38,347.14,100,99
2025-04-07 21:34,80.25,72.08,325.86,98,102
2025-04-07 21:49,64.27,66.81,253.53,100,99
2025-04-07 22:04,63.54,83.75,350.67,102,97
2025-04-07 22:19,60.33,78.69,368.69,102,97
2025-04-07 22:34,65.25,79.54,279.65,101,98
2025-04-07 22:49,80.46,84.0,322.35,99,100
2025-04-07 23:04,82.47,86.32,347.43,99,100
2025-04-07 23:19,88.93,74.94,314.55,97,103
2025-04-07 23:34,78.05,62.4,379.32,97,103
2025-04-07 23:49,77.22,79.44,320.83,99,100
2025-04-08 00:04,76.32,78.44,264.5,99,100
2025-04-08 00:19,82.95,61.22,281.55,96,104
2025-04-08 00:34,85.56,80.82,317.3,98,101
2025-04-08 00:49,64.71,90.68,315.69,102,96
2025-04-08 01:04,71.61,81.81,291.83,100,99
2025-04-08 01:19,70.08,75.44,250.91,100,99
2025-04-08 01:34,88.38,82.25,381.51,98,102
2025-04-08 01:49,70.94,86.17,353.47,101,98
2025-04-08 02:04,70.31,90.12,290.19,101,97
2025-04-08 02:19,70.43,71.48,364.8,99,100
2025-04-08 02:34,68.73,62.61,358.32,99,101
2025-04-08 02:49,66.94,88.53,308.44,102,97
